pk,jsondata,id,name,description,markup_description,unitparameter_pk,ord,version
421,"{""start_year"": 1257, ""end_year"": 1257}",a-12-1257,1257 [12],,,2,,1
422,"{""start_year"": 1260, ""end_year"": 1260}",a-12-1260,1260 [12],,,2,,1
423,"{""start_year"": 1260, ""end_year"": 1270}",a-12-1260-1270,1260-1270 [12],,,2,,1
424,"{""start_year"": 1260, ""end_year"": 1280}",a-12-1260-1280,1260-1280 [12],,,2,,1
425,"{""start_year"": 1263, ""end_year"": 1263}",a-12-1263,1263 [12],,,2,,1
426,"{""start_year"": 1265, ""end_year"": 1265}",a-12-1265,1265 [12],,,2,,1
427,"{""start_year"": 1265, ""end_year"": 1270}",a-12-1265-1270,1265-1270 [12],,,2,,1
428,"{""start_year"": 1266, ""end_year"": 1266}",a-12-1266,1266 [12],,,2,,1
429,"{""start_year"": 1266, ""end_year"": 1267}",a-12-1266-1267,1266-1267 [12],,,2,,1
430,"{""start_year"": 1266, ""end_year"": 1268}",a-12-1266-1268,1266-1268 [12],,,2,,1
431,"{""start_year"": 1267, ""end_year"": 1267}",a-12-1267,1267 [12],,,2,,1
432,"{""start_year"": 1269, ""end_year"": 1269}",a-12-1269,1269 [12],,,2,,1
433,"{""start_year"": 1270, ""end_year"": 1270}",a-12-1270,1270 [12],,,2,,1
434,"{""start_year"": 1270, ""end_year"": 1280}",a-12-1270-1280,1270-1280 [12],,,2,,1
494,"{""start_year"": 1375, ""end_year"": 1375}",a-12-1375,1375 [12],,,2,,1
435,"{""start_year"": 1270, ""end_year"": 1290}",a-12-1270-1290,1270-1290 [12],,,2,,1
436,"{""start_year"": 1271, ""end_year"": 1272}",a-12-1271-1272,1271-1272 [12],,,2,,1
437,"{""start_year"": 1272, ""end_year"": 1272}",a-12-1272,1272 [12],,,2,,1
438,"{""start_year"": 1274, ""end_year"": 1274}",a-12-1274,1274 [12],,,2,,1
439,"{""start_year"": 1275, ""end_year"": 1275}",a-12-1275,1275 [12],,,2,,1
440,"{""start_year"": 1276, ""end_year"": 1300}",a-12-1276-1300,1276-1300 [12],,,2,,1
441,"{""start_year"": 1277, ""end_year"": 1277}",a-12-1277,1277 [12],,,2,,1
442,"{""start_year"": 1279, ""end_year"": 1279}",a-12-1279,1279 [12],,,2,,1
443,"{""start_year"": 1280, ""end_year"": 1280}",a-12-1280,1280 [12],,,2,,1
444,"{""start_year"": 1281, ""end_year"": 1281}",a-12-1281,1281 [12],,,2,,1
445,"{""start_year"": 1281, ""end_year"": 1282}",a-12-1281-1282,1281-1282 [12],,,2,,1
446,"{""start_year"": 1282, ""end_year"": 1282}",a-12-1282,1282 [12],,,2,,1
447,"{""start_year"": 1282, ""end_year"": 1287}",a-12-1282-1287,1282-1287 [12],,,2,,1
448,"{""start_year"": 1284, ""end_year"": 1284}",a-12-1284,1284 [12],,,2,,1
449,"{""start_year"": 1285, ""end_year"": 1285}",a-12-1285,1285 [12],,,2,,1
450,"{""start_year"": 1286, ""end_year"": 1286}",a-12-1286,1286 [12],,,2,,1
451,"{""start_year"": 1287, ""end_year"": 1287}",a-12-1287,1287 [12],,,2,,1
452,"{""start_year"": 1288, ""end_year"": 1288}",a-12-1288,1288 [12],,,2,,1
453,"{""start_year"": 1288, ""end_year"": 1301}",a-12-1288-1301,1288-1301 [12],,,2,,1
454,"{""start_year"": 1289, ""end_year"": 1289}",a-12-1289,1289 [12],,,2,,1
455,"{""start_year"": 1290, ""end_year"": 1290}",a-12-1290,1290 [12],,,2,,1
456,"{""start_year"": 1291, ""end_year"": 1291}",a-12-1291,1291 [12],,,2,,1
457,"{""start_year"": 1292, ""end_year"": 1292}",a-12-1292,1292 [12],,,2,,1
458,"{""start_year"": 1298, ""end_year"": 1298}",a-12-1298,1298 [12],,,2,,1
459,"{""start_year"": 1300, ""end_year"": 1300}",a-12-1300,1300 [12],,,2,,1
460,"{""start_year"": 1301, ""end_year"": 1325}",a-12-1301-1325,1301-1325 [12],,,2,,1
461,"{""start_year"": 1301, ""end_year"": 1400}",a-12-1301-1400,1301-1400 [12],,,2,,1
462,"{""start_year"": 1302, ""end_year"": 1302}",a-12-1302,1302 [12],,,2,,1
463,"{""start_year"": 1317, ""end_year"": 1317}",a-12-1317,1317 [12],,,2,,1
464,"{""start_year"": 1320, ""end_year"": 1320}",a-12-1320,1320 [12],,,2,,1
465,"{""start_year"": 1321, ""end_year"": 1321}",a-12-1321,1321 [12],,,2,,1
466,"{""start_year"": 1322, ""end_year"": 1322}",a-12-1322,1322 [12],,,2,,1
467,"{""start_year"": 1324, ""end_year"": 1341}",a-12-1324-1341,1324-1341 [12],,,2,,1
468,"{""start_year"": 1326, ""end_year"": 1350}",a-12-1326-1350,1326-1350 [12],,,2,,1
469,"{""start_year"": 1329, ""end_year"": 1329}",a-12-1329,1329 [12],,,2,,1
470,"{""start_year"": 1330, ""end_year"": 1330}",a-12-1330,1330 [12],,,2,,1
471,"{""start_year"": 1337, ""end_year"": 1382}",a-12-1337-1382,1337-1382 [12],,,2,,1
472,"{""start_year"": 1339, ""end_year"": 1339}",a-12-1339,1339 [12],,,2,,1
473,"{""start_year"": 1340, ""end_year"": 1340}",a-12-1340,1340 [12],,,2,,1
474,"{""start_year"": 1340, ""end_year"": 1350}",a-12-1340-1350,1340-1350 [12],,,2,,1
475,"{""start_year"": 1342, ""end_year"": 1342}",a-12-1342,1342 [12],,,2,,1
476,"{""start_year"": 1343, ""end_year"": 1344}",a-12-1343-1344,1343-1344 [12],,,2,,1
477,"{""start_year"": 1343, ""end_year"": 1346}",a-12-1343-1346,1343-1346 [12],,,2,,1
478,"{""start_year"": 1344, ""end_year"": 1344}",a-12-1344,1344 [12],,,2,,1
479,"{""start_year"": 1345, ""end_year"": 1345}",a-12-1345,1345 [12],,,2,,1
480,"{""start_year"": 1347, ""end_year"": 1347}",a-12-1347,1347 [12],,,2,,1
481,"{""start_year"": 1348, ""end_year"": 1348}",a-12-1348,1348 [12],,,2,,1
482,"{""start_year"": 1350, ""end_year"": 1350}",a-12-1350,1350 [12],,,2,,1
483,"{""start_year"": 1350, ""end_year"": 1384}",a-12-1350-1384,1350-1384 [12],,,2,,1
484,"{""start_year"": 1351, ""end_year"": 1351}",a-12-1351,1351 [12],,,2,,1
485,"{""start_year"": 1351, ""end_year"": 1375}",a-12-1351-1375,1351-1375 [12],,,2,,1
486,"{""start_year"": 1351, ""end_year"": 1400}",a-12-1351-1400,1351-1400 [12],,,2,,1
487,"{""start_year"": 1354, ""end_year"": 1354}",a-12-1354,1354 [12],,,2,,1
488,"{""start_year"": 1357, ""end_year"": 1357}",a-12-1357,1357 [12],,,2,,1
489,"{""start_year"": 1360, ""end_year"": 1360}",a-12-1360,1360 [12],,,2,,1
490,"{""start_year"": 1361, ""end_year"": 1362}",a-12-1361-1362,1361-1362 [12],,,2,,1
491,"{""start_year"": 1370, ""end_year"": 1370}",a-12-1370,1370 [12],,,2,,1
492,"{""start_year"": 1373, ""end_year"": 1373}",a-12-1373,1373 [12],,,2,,1
493,"{""start_year"": 1373, ""end_year"": 1376}",a-12-1373-1376,1373-1376 [12],,,2,,1
495,"{""start_year"": 1375, ""end_year"": 1400}",a-12-1375-1400,1375-1400 [12],,,2,,1
496,"{""start_year"": 1376, ""end_year"": 1400}",a-12-1376-1400,1376-1400 [12],,,2,,1
497,"{""start_year"": 1377, ""end_year"": 1377}",a-12-1377,1377 [12],,,2,,1
498,"{""start_year"": 1377, ""end_year"": 1378}",a-12-1377-1378,1377-1378 [12],,,2,,1
499,"{""start_year"": 1380, ""end_year"": 1380}",a-12-1380,1380 [12],,,2,,1
500,"{""start_year"": 1383, ""end_year"": 1383}",a-12-1383,1383 [12],,,2,,1
501,"{""start_year"": 1384, ""end_year"": 1407}",a-12-1384-1407,1384-1407 [12],,,2,,1
502,"{""start_year"": 1390, ""end_year"": 1390}",a-12-1390,1390 [12],,,2,,1
503,"{""start_year"": 1393, ""end_year"": 1393}",a-12-1393,1393 [12],,,2,,1
504,"{""start_year"": 1393, ""end_year"": 1402}",a-12-1393-1402,1393-1402 [12],,,2,,1
505,"{""start_year"": 1400, ""end_year"": 1400}",a-12-1400,1400 [12],,,2,,1
506,"{""start_year"": 1401, ""end_year"": 1425}",a-12-1401-1425,1401-1425 [12],,,2,,1
507,"{""start_year"": 1401, ""end_year"": 1450}",a-12-1401-1450,1401-1450 [12],,,2,,1
508,"{""start_year"": 1401, ""end_year"": 1500}",a-12-1401-1500,1401-1500 [12],,,2,,1
509,"{""start_year"": 1405, ""end_year"": 1422}",a-12-1405-1422,1405-1422 [12],,,2,,1
510,"{""start_year"": 1406, ""end_year"": 1406}",a-12-1406,1406 [12],,,2,,1
511,"{""start_year"": 1407, ""end_year"": 1407}",a-12-1407,1407 [12],,,2,,1
512,"{""start_year"": 1413, ""end_year"": 1413}",a-12-1413,1413 [12],,,2,,1
513,"{""start_year"": 1419, ""end_year"": 1419}",a-12-1419,1419 [12],,,2,,1
514,"{""start_year"": 1420, ""end_year"": 1420}",a-12-1420,1420 [12],,,2,,1
515,"{""start_year"": 1425, ""end_year"": 1425}",a-12-1425,1425 [12],,,2,,1
516,"{""start_year"": 1425, ""end_year"": 1430}",a-12-1425-1430,1425-1430 [12],,,2,,1
517,"{""start_year"": 1432, ""end_year"": 1432}",a-12-1432,1432 [12],,,2,,1
518,"{""start_year"": 1434, ""end_year"": 1436}",a-12-1434-1436,1434-1436 [12],,,2,,1
519,"{""start_year"": 1436, ""end_year"": 1523}",a-12-1436-1523,1436-1523 [12],,,2,,1
520,"{""start_year"": 1438, ""end_year"": 1438}",a-12-1438,1438 [12],,,2,,1
521,"{""start_year"": 1440, ""end_year"": 1440}",a-12-1440,1440 [12],,,2,,1
522,"{""start_year"": 1444, ""end_year"": 1444}",a-12-1444,1444 [12],,,2,,1
523,"{""start_year"": 1445, ""end_year"": 1445}",a-12-1445,1445 [12],,,2,,1
524,"{""start_year"": 1445, ""end_year"": 1455}",a-12-1445-1455,1445-1455 [12],,,2,,1
525,"{""start_year"": 1448, ""end_year"": 1448}",a-12-1448,1448 [12],,,2,,1
526,"{""start_year"": 1450, ""end_year"": 1450}",a-12-1450,1450 [12],,,2,,1
527,"{""start_year"": 1451, ""end_year"": 1500}",a-12-1451-1500,1451-1500 [12],,,2,,1
528,"{""start_year"": 1452, ""end_year"": 1452}",a-12-1452,1452 [12],,,2,,1
529,"{""start_year"": 1452, ""end_year"": 1494}",a-12-1452-1494,1452-1494 [12],,,2,,1
530,"{""start_year"": 1456, ""end_year"": 1489}",a-12-1456-1489,1456-1489 [12],,,2,,1
531,"{""start_year"": 1460, ""end_year"": 1514}",a-12-1460-1514,1460-1514 [12],,,2,,1
532,"{""start_year"": 1462, ""end_year"": 1462}",a-12-1462,1462 [12],,,2,,1
533,"{""start_year"": 1463, ""end_year"": 1463}",a-12-1463,1463 [12],,,2,,1
534,"{""start_year"": 1467, ""end_year"": 1467}",a-12-1467,1467 [12],,,2,,1
535,"{""start_year"": 1468, ""end_year"": 1468}",a-12-1468,1468 [12],,,2,,1
536,"{""start_year"": 1469, ""end_year"": 1469}",a-12-1469,1469 [12],,,2,,1
537,"{""start_year"": 1470, ""end_year"": 1470}",a-12-1470,1470 [12],,,2,,1
538,"{""start_year"": 1471, ""end_year"": 1471}",a-12-1471,1471 [12],,,2,,1
539,"{""start_year"": 1475, ""end_year"": 1475}",a-12-1475,1475 [12],,,2,,1
540,"{""start_year"": 1476, ""end_year"": 1476}",a-12-1476,1476 [12],,,2,,1
541,"{""start_year"": 1476, ""end_year"": 1500}",a-12-1476-1500,1476-1500 [12],,,2,,1
542,"{""start_year"": 1477, ""end_year"": 1477}",a-12-1477,1477 [12],,,2,,1
543,"{""start_year"": 1478, ""end_year"": 1478}",a-12-1478,1478 [12],,,2,,1
544,"{""start_year"": 1479, ""end_year"": 1479}",a-12-1479,1479 [12],,,2,,1
545,"{""start_year"": 1480, ""end_year"": 1480}",a-12-1480,1480 [12],,,2,,1
546,"{""start_year"": 1482, ""end_year"": 1482}",a-12-1482,1482 [12],,,2,,1
547,"{""start_year"": 1483, ""end_year"": 1483}",a-12-1483,1483 [12],,,2,,1
548,"{""start_year"": 1485, ""end_year"": 1485}",a-12-1485,1485 [12],,,2,,1
549,"{""start_year"": 1486, ""end_year"": 1486}",a-12-1486,1486 [12],,,2,,1
550,"{""start_year"": 1487, ""end_year"": 1487}",a-12-1487,1487 [12],,,2,,1
551,"{""start_year"": 1488, ""end_year"": 1488}",a-12-1488,1488 [12],,,2,,1
