ID,Name,Description,SemanticField,BorrowedScore,AgeScore,SimplicityScore,SemanticCategory,IDS_code,TypicalContext,CoreList
4-144,the body hair,,The body,0.123790552077,0.874501992032,0.867672168469,Noun,4.144,,true
4-145,the pubic hair,,The body,0.173594709495,0.807982994804,0.801606046292,Noun,4.145,,true
4-146,the dandruff,,The body,0.2625,0.7825,0.825,Noun,4.146,,true
4-15,the blood,,The body,0.0957446808511,0.895744680851,1.0,Noun,4.15,,true
4-151,the vein or artery,,The body,0.262697022767,0.819789842382,0.788528896673,Noun,4.151,,true
4-16,the bone,,The body,0.0823529411765,0.88,0.970588235294,Noun,4.16,,true
4-162,the rib,,The body,0.112359550562,0.859550561798,0.803370786517,Noun,4.162,,true
4-17,the horn,(e.g. of a cow),The body,0.159782608696,0.87652173913,0.986956521739,Noun,4.17,,true
4-18,the tail,,The body,0.117021276596,0.871276595745,0.973404255319,Noun,4.18,,true
4-19,the back,‘the back of a human body’,The body,0.0819209039548,0.857062146893,0.923728813559,Noun,4.19,,true
4-191,the spine,,The body,0.135057471264,0.794252873563,0.663793103448,Noun,4.191,,true
4-2,the head,,The body,0.203531598513,0.853903345725,0.966542750929,Noun,4.2,,true
4-201,the temples,"‘the two fairly flat areas on each side of people’s forehead’, or more generally ‘the two sides of people’s head’",The body,0.18,0.813333333333,0.82,Noun,4.201,,true
4-202,the skull,,The body,0.179347826087,0.770652173913,0.673913043478,Noun,4.202,,true
4-203,the brain,,The body,0.132432432432,0.823243243243,0.918918918919,Noun,4.203,,true
4-204,the face,,The body,0.268847795164,0.834637268848,0.9679943101,Noun,4.204,,true
4-205,the forehead,,The body,0.0657370517928,0.83625498008,0.868525896414,Noun,4.205,,true
4-207,the jaw,‘the lower part of people’s face that moves when they eat’,The body,0.13125,0.835,0.86875,Noun,4.207,The boxer punched his opponent on the jaw.,true
4-208,the cheek,,The body,0.0714285714286,0.835714285714,0.922619047619,Noun,4.208,,true
4-209,the chin,,The body,0.0602409638554,0.839759036145,0.89156626506,Noun,4.209,,true
4-21,the eye,,The body,0.096018735363,0.873536299766,0.918032786885,Noun,4.21,,true
4-212,the eyebrow,,The body,0.146484375,0.801171875,0.8271484375,Noun,4.212,,true
4-213,the eyelid,,The body,0.0435684647303,0.745228215768,0.598547717842,Noun,4.213,,true
4-214,the eyelash,,The body,0.0739910313901,0.809417040359,0.69730941704,Noun,4.214,,true
4-215,to blink,‘to shut and open one’s eyes quickly’,The body,0.13829787234,0.808510638298,0.739361702128,Verb,4.215,I blinked as I came out into the sunlight.,true
4-22,the ear,,The body,0.10393258427,0.858426966292,0.960674157303,Noun,4.22,,true
4-221,the earlobe,,The body,0.0869565217391,0.791304347826,0.594202898551,Noun,4.221,,true
4-222,the earwax,,The body,0.0779220779221,0.794805194805,0.655844155844,Noun,4.222,,true
4-23,the nose,,The body,0.0267857142857,0.892857142857,0.979910714286,Noun,4.23,,true
4-231,the nostril,,The body,0.0714285714286,0.761904761905,0.559523809524,Noun,4.231,,true
4-232,the nasal mucus,,The body,0.0689655172414,0.796551724138,0.908045977011,Noun,4.232,,true
4-24,the mouth,,The body,0.07962529274,0.889461358314,0.98243559719,Noun,4.24,,true
4-241,the beak,,The body,0.260180995475,0.836199095023,0.857466063348,Noun,4.241,,true
4-25,the lip,,The body,0.0821052631579,0.864842105263,0.857894736842,Noun,4.25,,true
4-26,the tongue,,The body,0.0663716814159,0.876991150442,0.953539823009,Noun,4.26,,true
4-27,the tooth,,The body,0.117537313433,0.92276119403,0.974813432836,Noun,4.27,,true
4-271,the gums,,The body,0.136255924171,0.812322274882,0.792654028436,Noun,4.271,,true
4-272,the molar tooth,,The body,0.0949367088608,0.825316455696,0.784810126582,Noun,4.272,,true
4-28,the neck,,The body,0.105,0.8476,0.964,Noun,4.28,,true
4-281,the nape of the neck,,The body,0.166666666667,0.814942528736,0.82183908046,Noun,4.281,,true
4-29,the throat,,The body,0.12969924812,0.853759398496,0.932330827068,Noun,4.29,,true
4-3,the shoulder,,The body,0.133858267717,0.872440944882,0.942913385827,Noun,4.3,,true
4-301,the shoulderblade,,The body,0.233870967742,0.75685483871,0.76310483871,Noun,4.301,,true
4-302,the collarbone,,The body,0.1625,0.697,0.69875,Noun,4.302,,true
4-31,the arm,,The body,0.0932835820896,0.864676616915,0.940298507463,Noun,4.31,,true
4-312,the armpit,,The body,0.146739130435,0.778260869565,0.864130434783,Noun,4.312,,true
4-32,the elbow,,The body,0.0852272727273,0.813636363636,0.846590909091,Noun,4.32,,true
4-321,the wrist,,The body,0.132653061224,0.771020408163,0.736734693878,Noun,4.321,,true
4-33,the hand,,The body,0.150735294118,0.874019607843,0.992647058824,Noun,4.33,,true
4-331,the palm of the hand,,The body,0.10989010989,0.838461538462,0.725274725275,Noun,4.331,,true
4-34,the finger,,The body,0.0506912442396,0.826728110599,0.820276497696,Noun,4.34,,true
4-342,the thumb,,The body,0.0795454545455,0.770454545455,0.670454545455,Noun,4.342,,true
4-344,the fingernail,,The body,0.076,0.8528,0.872,Noun,4.344,,true
4-345,the claw,‘the sharp curved nail on the toe of an animal or bird’,The body,0.116455696203,0.829367088608,0.916455696203,Noun,4.345,The cat dug his claws into my leg.,true
4-35,the leg,,The body,0.146186440678,0.908595641646,0.981840193705,Noun,4.35,,true
4-351,the thigh,"‘the top part of the leg, between the knee and the hip’",The body,0.09375,0.847413793103,0.918103448276,Noun,4.351,,true
4-352,the calf of the leg,,The body,0.0723684210526,0.794736842105,0.802631578947,Noun,4.352,,true
4-36,the knee,,The body,0.0888888888889,0.844444444444,0.922222222222,Noun,4.36,,true
4-37,the foot,,The body,0.141416510319,0.861632270169,0.964821763602,Noun,4.37,,true
4-371,the ankle,,The body,0.112359550562,0.783146067416,0.747191011236,Noun,4.371,,true
4-372,the heel,,The body,0.0569105691057,0.780894308943,0.810975609756,Noun,4.372,,true
4-374,the footprint,,The body,0.126959247649,0.799373040752,0.738440438871,Noun,4.374,,true
4-38,the toe,,The body,0.0851063829787,0.804255319149,0.668085106383,Noun,4.38,,true
4-392,the wing,,The body,0.116379310345,0.880603448276,0.967672413793,Noun,4.392,,true
4-393,the feather,,The body,0.109739368999,0.862368541381,0.876543209877,Noun,4.393,,true
4-4,the chest,,The body,0.172043010753,0.820430107527,0.913978494624,Noun,4.4,,true
4-41,the breast,‘the breast of a woman’,The body,0.053317535545,0.890995260664,0.96682464455,Noun,4.41,,true
4-412,the nipple or teat,,The body,0.0622605363985,0.764367816092,0.714559386973,Noun,4.412,,true
4-42,the udder,‘the part of a cow/female goat/... that hangs down between its back legs and that produces milk’,The body,0.0455801104972,0.896132596685,0.911602209945,Noun,4.42,,true
4-43,the navel,,The body,0.122448979592,0.922857142857,0.981632653061,Noun,4.43,,true
4-44,the heart,,The body,0.223300970874,0.832362459547,0.958737864078,Noun,4.44,,true
4-441,the lung,,The body,0.261904761905,0.854761904762,0.910714285714,Noun,4.441,,true
4-45,the liver,,The body,0.130555555556,0.895555555556,0.966666666667,Noun,4.45,,true
4-451,the kidney,,The body,0.167630057803,0.852601156069,0.907514450867,Noun,4.451,,true
4-452,the spleen,,The body,0.197368421053,0.797368421053,0.947368421053,Noun,4.452,,true
4-46,the stomach,"(internal organ, not 'belly')",The body,0.31768558952,0.852401746725,0.967248908297,Noun,4.46,Her stomach could not digest the tough meat.,true
4-461,the intestines or guts,,The body,0.165,0.852,0.865,Noun,4.461,,true
4-462,the waist,,The body,0.159574468085,0.846382978723,0.913829787234,Noun,4.462,,true
4-463,the hip,,The body,0.125,0.834444444444,0.924074074074,Noun,4.463,,true
4-464,the buttocks,‘the fleshy part of one’s body that people sit on’,The body,0.0996677740864,0.830564784053,0.882059800664,Noun,4.464,,true
4-47,the womb,,The body,0.289389067524,0.801607717042,0.792604501608,Noun,4.47,,true
4-49,the testicles,,The body,0.212851405622,0.853413654618,0.86546184739,Noun,4.49,,true
4-492,the penis,,The body,0.290993071594,0.843187066975,0.949191685912,Noun,4.492,,true
4-51,to breathe,,The body,0.125,0.787692307692,0.7,Verb,4.51,,true
4-52,to yawn,,The body,0.119047619048,0.792857142857,0.761904761905,Verb,4.52,,true
4-521,to hiccough,,The body,0.126506024096,0.786746987952,0.867469879518,Verb,4.521,,true
4-53,to cough,,The body,0.0555555555556,0.83950617284,0.851851851852,Verb,4.53,,true
4-54,to sneeze,,The body,0.115291262136,0.808252427184,0.872572815534,Verb,4.54,,true
4-55,to perspire,,The body,0.147959183673,0.797959183673,0.711734693878,Verb,4.55,,true
4-56,to spit,,The body,0.0555555555556,0.844444444444,0.794444444444,Verb,4.56,,true
4-57,to vomit,,The body,0.221003134796,0.852664576803,0.901253918495,Verb,4.57,,true
4-58,to bite,,The body,0.0358361774744,0.901706484642,0.887372013652,Verb,4.58,,true
4-59,to lick,,The body,0.16265060241,0.886746987952,0.903614457831,Verb,4.59,,true
4-591,to dribble,‘to let saliva flow out of one’s mouth onto one’s chin’,The body,0.0961538461538,0.773076923077,0.705128205128,Verb,4.591,"Watch out, the baby is dribbling on your shirt!",true
4-61,to sleep,,The body,0.100190839695,0.854580152672,0.874045801527,Verb,4.61,,true
4-612,to snore,,The body,0.115,0.82,0.79,Verb,4.612,,true
4-62,to dream,,The body,0.0862068965517,0.84367816092,0.747126436782,Verb,4.62,,true
4-63,to wake up,(intransitive),The body,0.10650887574,0.788560157791,0.810650887574,Verb,4.63,I wake up at seven every morning.,true
4-64,to fart,,The body,0.035,0.854,0.8,Verb,4.64,,true
4-65,to piss,,The body,0.188775510204,0.836734693878,0.790816326531,Verb,4.65,,true
4-66,to shit,,The body,0.14953271028,0.853271028037,0.785046728972,Verb,4.66,,true
4-67,to have sex,,The body,0.123626373626,0.841483516484,0.762362637363,Verb,4.67,,true
4-68,to shiver,,The body,0.0728155339806,0.787378640777,0.820388349515,Verb,4.68,,true
4-69,to bathe,(intransitive),The body,0.115384615385,0.852747252747,0.769230769231,Verb,4.69,She likes to bathe before going to bed.,true
4-71,to beget,‘become the father of’,The body,0.162269129288,0.822955145119,0.76253298153,Verb,4.71,,true
4-72,to be born,,The body,0.174712643678,0.857471264368,0.762068965517,Verb,4.72,,true
4-73,pregnant,,The body,0.0700483091787,0.742995169082,0.710144927536,Adjective,4.73,,true
4-732,to conceive,,The body,0.0942028985507,0.733333333333,0.648550724638,Verb,4.732,She conceived her first child while still in England.,true
4-74,to be alive,,The body,0.131416837782,0.843737166324,0.818275154004,Verb,4.74,"I thought he was dead, but he's still alive.",true
4-75,to die,,The body,0.204545454545,0.826363636364,0.895454545455,Verb,4.75,,true
4-751,to drown,,The body,0.162337662338,0.812987012987,0.701298701299,Verb,4.751,The dog fell into the river and drowned.,true
4-76,to kill,,The body,0.0777777777778,0.857777777778,0.832323232323,Verb,4.76,,true
4-77,the corpse,'body of a dead human',The body,0.367117117117,0.825675675676,0.896396396396,Noun,4.77,,true
4-78,to bury,‘bury a dead person’,The body,0.11797752809,0.844943820225,0.831460674157,Verb,4.78,,true
4-79,the grave,,The body,0.301020408163,0.824489795918,0.887755102041,Noun,4.79,,true
4-81,strong,,The body,0.275229357798,0.820366972477,0.867889908257,Adjective,4.81,She's a strong woman and can lift 50 kilos.,true
4-82,weak,,The body,0.171506352087,0.789836660617,0.803992740472,Adjective,4.82,He's so weak that he cannot even lift 5 kilos.,true
4-83,healthy,,The body,0.354526606773,0.865653075328,0.778161713891,Adjective,4.83,,true
4-84,sick/ill,,The body,0.177902621723,0.811610486891,0.845505617978,Adjective,4.84,,true
4-841,the fever,,The body,0.306843540788,0.798041160426,0.838209769402,Noun,4.841,,true
4-842,the goitre/goiter,‘a disease of the thyroid gland that makes one’s neck very swollen’,The body,0.140625,0.828125,0.78125,Noun,4.842,,true
4-843,the cold,‘the common cold’,The body,0.194552529183,0.792996108949,0.848249027237,Noun,4.843,He caught a cold after swimming in the lake at night.,true
4-85,the wound or sore,,The body,0.152249134948,0.807612456747,0.875432525952,Noun,4.85,,true
4-852,the bruise,,The body,0.0700389105058,0.768093385214,0.772373540856,Noun,4.852,,true
4-853,the swelling,,The body,0.117346938776,0.837755102041,0.770408163265,Noun,4.853,,true
4-854,the itch,,The body,0.0284090909091,0.843181818182,0.789772727273,Noun,4.854,The itch was caused by an insect bite.,true
4-855,the blister,,The body,0.0963855421687,0.802409638554,0.789156626506,Noun,4.855,,true
4-856,the boil,‘a painful infected swelling under someone’s skin’,The body,0.130555555556,0.802222222222,0.877777777778,Noun,4.856,The boy’s body is covered in boils.,true
4-857,the pus,,The body,0.119771863118,0.885931558935,0.960076045627,Noun,4.857,,true
4-858,the scar,,The body,0.244680851064,0.805319148936,0.848404255319,Noun,4.858,,true
4-86,to cure,,The body,0.186868686869,0.761616161616,0.722222222222,Verb,4.86,The treatment cured the patient's illness.,true
4-87,the physician,,The body,0.591304347826,0.790434782609,0.871739130435,Noun,4.87,,true
4-88,the medicine,"‘drug, medication’",The body,0.421568627451,0.835294117647,0.901960784314,Noun,4.88,,true
4-89,the poison,,The body,0.443060498221,0.838790035587,0.935943060498,Noun,4.89,,true
4-91,tired,,The body,0.196942446043,0.824100719424,0.865107913669,Adjective,4.91,,true
4-912,to rest,,The body,0.211895910781,0.838289962825,0.754646840149,Verb,4.912,,true
4-92,lazy,,The body,0.235207100592,0.810059171598,0.89349112426,Adjective,4.92,,true
4-93,bald,,The body,0.193708609272,0.814569536424,0.82119205298,Adjective,4.93,,true
4-94,lame,,The body,0.178571428571,0.82987012987,0.876623376623,Adjective,4.94,,true
4-95,deaf,,The body,0.157608695652,0.858695652174,0.804347826087,Adjective,4.95,,true
4-96,mute,,The body,0.11875,0.81625,0.8375,Adjective,4.96,,true
4-97,blind,,The body,0.10989010989,0.834065934066,0.857142857143,Adjective,4.97,,true
4-98,drunk,‘intoxicated’,The body,0.0679611650485,0.808737864078,0.747572815534,Adjective,4.98,They became drunk after drinking too much beer.,true
4-99,naked,,The body,0.078431372549,0.826470588235,0.838235294118,Adjective,4.99,"The child does not like to wear clothes, and goes around naked.",true
5-11,to eat,(transitive),Food and drink,0.0801886792453,0.898113207547,0.924528301887,Verb,5.11,The child has eaten the fruit.,true
5-12,the food,,Food and drink,0.174603174603,0.816157916158,0.745624745625,Noun,5.12,,true
5-121,cooked,(contrasting with 'raw'),Food and drink,0.063679245283,0.837264150943,0.745283018868,Adjective,5.121,Cooked bananas taste even better than raw bananas.,true
5-122,raw,,Food and drink,0.0548128342246,0.827272727273,0.874331550802,Adjective,5.122,Cooked bananas taste even better than raw bananas.,true
5-123,ripe,,Food and drink,0.094512195122,0.853658536585,0.853658536585,Adjective,5.123,"Unripe bananas have a green colour, whereas ripe bananas are yellow.",true
5-124,unripe,,Food and drink,0.1,0.793258426966,0.786516853933,Adjective,5.124,"Unripe bananas have a green colour, whereas ripe bananas are yellow.",true
5-125,rotten,(about fruit),Food and drink,0.157442748092,0.831679389313,0.845419847328,Adjective,5.125,a rotten apple or mango,true
